,DN,Agencia_Capitania,Registro,UF,tipo,N_Tipo
1006,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Outros,3008
1007,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Passageiro,3
1008,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Pesqueiro,246
1009,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Pesquisa,2
1010,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Petroleiro,5
1011,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Petroleiro e Químico,1
1012,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Plataforma Semi-Submersível,2
1013,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Químico e Gaseiro,1
1014,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Rebocador,21
1015,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Roll-on / Roll-off Passageiro (Ferry Boat),3
1016,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Tanque (transporte de granéis líquidos),2
1017,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Traineira,2
1018,5º ,Capitania dos Portos do Rio Grande do Sul,CPGRAN,RS,Veleiro,443
1019,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Anfíbia,1
1020,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Apoio a ROV,1
1021,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Balsa,113
1022,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Barcaça,69
1023,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Batelão,9
1024,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Bote,11697
1025,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Cábrea,3
1026,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Caiaque,29
1027,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Caique,20
1028,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Canoa,188
1029,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Carga Geral,12
1030,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Chata,85
1031,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Dique Flutuante,1
1032,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Draga,286
1033,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Empurrador,14
1034,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Escuna,14
1035,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Flutuante,55
1036,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Graneleiro,88
1037,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Hidroavião,2
1038,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Hovercraft,5
1039,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Iate,5
1040,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Jangada,12
1041,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Jet Boat,20
1042,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Lancha,7997
1043,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Laser,4
1044,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Moto-Aquática/similar,6563
1045,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",47
1046,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Outros,3655
1047,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Passageiro,6
1048,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Passageiro / Carga Geral,2
1049,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Pesqueiro,29
1050,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Petroleiro,5
1051,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Plataforma Auto-Elevável,1
1052,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Plataforma Fixa,5
1053,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Porta-Contentor,1
1054,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Químico,1
1055,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Rebocador,104
1056,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Roll-on / Roll-off Passageiro (Ferry Boat),1
1057,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Saveiro,2
1058,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Tanque (transporte de granéis líquidos),4
1059,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Traineira,2
1060,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Transporte de Gases Liquefeitos,2
1061,5º ,Capitania Fluvial de Porto Alegre,CFALEG,RS,Veleiro,1182
1062,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Alvarenga,1
1063,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Apoio à Manobra,2
1064,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Apoio a Mergulho,3
1065,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Balsa,44
1066,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Barcaça,18
1067,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Batelão,5
1068,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Bote,5674
1069,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Cábrea,2
1070,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Caiaque,53
1071,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Caique,1
1072,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Canoa,207
1073,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Carga Geral,7
1074,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Chata,281
1075,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Dique Flutuante,1
1076,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Draga,97
1077,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Empurrador,6
1078,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Escuna,25
1079,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Flutuante,30
1080,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Iate,20
1081,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Jangada,8
1082,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Jet Boat,44
1083,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Lançador de Linhas,1
1084,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Lancha,6650
1085,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Laser,1
1086,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Moto-Aquática/similar,5210
1087,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",11
1088,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Oceonagráfico,1
1089,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Outros,1962
1090,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Passageiro,29
1091,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Pesqueiro,1303
1092,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Pesquisa,1
1093,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Porta-Contentor,2
1094,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Rebocador,38
1095,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Roll-on / Roll-off Passageiro (Ferry Boat),5
1096,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Saveiro,4
1097,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Supridor (Supply),60
1098,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Tanque (transporte de granéis líquidos),1
1099,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Traineira,32
1100,5º ,Delegacia da Capitania dos Portos em Itajaí,DCPJAI,SC,Veleiro,416
1101,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Balsa,28
1102,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Barcaça,20
1103,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Batelão,49
1104,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Bote,2883
1105,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Cábrea,2
1106,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Caiaque,15
1107,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Caique,283
1108,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Canoa,1702
1109,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Chata,10
1110,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Draga,70
1111,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Empurrador,1
1112,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Escuna,1
1113,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Flutuante,4
1114,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Hovercraft,1
1115,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Iate,8
1116,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Jangada,4
1117,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Jet Boat,3
1118,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Lancha,1111
1119,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Moto-Aquática/similar,1203
1120,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",2
1121,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Outros,6716
1122,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Passageiro,4
1123,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Pesqueiro,92
1124,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Rebocador,13
1125,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Roll-on / Roll-off Passageiro (Ferry Boat),1
1126,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Saveiro,1
1127,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Traineira,8
1128,5º ,Delegacia da Capitania dos Portos em Laguna ,DELUNA,SC,Veleiro,37
1129,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Apoio a Mergulho,4
1130,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Balsa,21
1131,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Barcaça,11
1132,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Batelão,1
1133,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Bote,11700
1134,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Cábrea,3
1135,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Caiaque,21
1136,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Caique,3
1137,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Canoa,105
1138,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Carga Geral,6
1139,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Chata,51
1140,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Draga,128
1141,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Empurrador,7
1142,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Escuna,10
1143,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Flutuante,18
1144,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Hovercraft,6
1145,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Iate,10
1146,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Jangada,2
1147,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Jet Boat,5
1148,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Lancha,3646
1149,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Moto-Aquática/similar,1389
1150,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",10
1151,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Oceonagráfico,3
1152,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Outros,5272
1153,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Passageiro,26
1154,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Pesqueiro,50
1155,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Plataforma Fixa,1
1156,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Quebra-gelo,1
1157,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Rebocador,21
1158,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Saveiro,4
1159,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Supridor (Supply),5
1160,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Traineira,92
1161,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Transporte de Carga Pesada (Navio de Cargas Especiais),1
1162,5º ,Delegacia da Capitania dos Portos em São Francisco do Sul,DLSFSL,SC,Veleiro,336
1163,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Alvarenga,2
1164,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Balsa,35
1165,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Barcaça,11
1166,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Batelão,1
1167,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Bote,7452
1168,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Caiaque,5
1169,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Canoa,1096
1170,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Chata,9
1171,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Draga,30
1172,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Jangada,1
1173,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Jet Boat,5
1174,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Lancha,1940
1175,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Manuseio de Âncora (AHTS),1
1176,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Moto-Aquática/similar,476
1177,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Outros,558
1178,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Passageiro,4
1179,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Plataforma Fixa,1
1180,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Rebocador,15
1181,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Traineira,1
1182,5º ,Delegacia Fluvial de Uruguaiana,DLURUG,RS,Veleiro,4
1183,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Balsa,29
1184,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Barcaça,2
1185,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Bote,8003
1186,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Caiaque,2
1187,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Canoa,415
1188,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Chata,277
1189,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Draga,37
1190,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Flotel,2
1191,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Flutuante,46
1192,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Hovercraft,1
1193,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Iate,1
1194,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Jangada,1
1195,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Jet Boat,2
1196,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Lancha,905
1197,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Moto-Aquática/similar,153
1198,6º ,Agência Fluvial de Cáceres,AGCACE,MT,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",2
1199,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Outros,1440
1200,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Passageiro,16
1201,6º ,Agência Fluvial de Cáceres,AGCACE,MT,Rebocador,15
1202,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Balsa,11
1203,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Barcaça,2
1204,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Batelão,3
1205,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Bote,5971
1206,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Caiaque,5
1207,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Canoa,5
1208,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Chata,21
1209,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Curral,1
1210,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Draga,19
1211,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Escuna,1
1212,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Flutuante,12
1213,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Hovercraft,4
1214,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Jet Boat,2
1215,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Lancha,1012
1216,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Moto-Aquática/similar,274
1217,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Outros,932
1218,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Passageiro,19
1219,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Passageiro / Carga Geral,1
1220,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Rebocador,5
1221,6º ,Agência Fluvial de Porto Murtinho,AGMURT,MS,Veleiro,1
1222,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Balsa,95
1223,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Barcaça,8
1224,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Batelão,1
1225,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Bote,218
1226,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Canoa,2280
1227,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Carga Geral,2
1228,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Chata,345
1229,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Dique Flutuante,1
1230,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Draga,4
1231,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Empurrador,4
1232,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Flutuante,37
1233,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Hovercraft,1
1234,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Jet Boat,27
1235,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Lancha,1462
1236,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Moto-Aquática/similar,375
1237,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Outros,12
1238,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Passageiro,10
1239,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Passageiro / Carga Geral,2
1240,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Rebocador,1
1241,6º ,Agência Fluvial de São Felix do Araguaia,AGELIX,MT,Veleiro,1
1242,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Balsa,83
1243,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Barcaça,17
1244,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Batelão,4
1245,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Bote,10261
1246,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Cábrea,2
1247,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Caiaque,8
1248,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Canoa,72
1249,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Carga Geral,2
1250,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Chata,350
1251,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Draga,258
1252,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Empurrador,9
1253,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Escuna,2
1254,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Flotel,1
1255,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Flutuante,135
1256,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Iate,1
1257,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Jangada,3
1258,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Jet Boat,20
1259,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Lançador de Linhas,1
1260,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Lancha,3050
1261,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Moto-Aquática/similar,1569
1262,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",2
1263,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Outros,1686
1264,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Passageiro,7
1265,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Passageiro / Carga Geral,2
1266,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Pesqueiro,1
1267,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Plataforma Fixa,2
1268,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Quebra-gelo,1
1269,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Rebocador,39
1270,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Saveiro,2
1271,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Traineira,2
1272,6º ,Capitania Fluvial de Mato Grosso,CFMT,MT,Veleiro,4
1273,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Apoio à Manobra,8
1274,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Balsa,58
1275,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Barcaça,28
1276,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Batelão,2
1277,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Bote,10267
1278,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Cábrea,1
1279,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Caiaque,2
1280,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Canoa,4
1281,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Carga Geral,6
1282,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Chata,95
1283,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Draga,41
1284,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Empurrador,27
1285,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Escuna,1
1286,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Flutuante,44
1287,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Jangada,1
1288,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Jet Boat,6
1289,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Lancha,2198
1290,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Moto-Aquática/similar,603
1291,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",5
1292,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Outros,3208
1293,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Passageiro,52
1294,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Passageiro / Carga Geral,1
1295,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Pesqueiro,1
1296,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Plataforma Fixa,1
1297,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Rebocador,34
1298,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Roll-on / Roll-off Passageiro (Ferry Boat),1
1299,6º ,Capitania Fluvial do Pantanal,CPUMBA,MS,Veleiro,5
1300,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Balsa,80
1301,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Barcaça,24
1302,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Batelão,3
1303,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Bote,4936
1304,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Cábrea,9
1305,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Caiaque,7
1306,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Canoa,1558
1307,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Carga Geral,4
1308,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Chata,14305
1309,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Draga,217
1310,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Empurrador,4
1311,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Escuna,3
1312,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Flutuante,151
1313,7º ,Capitania Fluvial de Brasília,CPFBRA,DF,Hovercraft,1
